FUND TYPE	FUND CODE	DEPARTMENT CODE	ORGANIZATION CODE	DIVISION CODE	SECTION CODE	SUBSECTION CODE	SCHEDULE	TITLE CODE	TITLE DESCRIPTION	FUND NAME	DEPARTMENT	DEPARTMENT NAME	DIVISION NAME	SECTION NAME	SUBSECTION NAME	BUDGETED UNIT	TOTAL BUDGETED UNITS	POSITION CONTROL	BUDGETED PAY RATE	TOTAL BUDGETED AMOUNT
Local	100	81	1005	2006	3009	"4,014"	BX	320	Assistant to the Commissioner	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Administrative Services Division	Personnel/Payroll/Legal	Payroll Services	Annual	1	1	77280	77280
Local	100	81	1005	2006	3010	"4,015"	B	190	Accounting Technician II	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Administrative Services Division	Financial Administration	Accounting Services	Annual	1	1	53340	53340
Local	100	81	1005	2006	3010	"4,015"	BX	308	Staff Assistant	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Administrative Services Division	Financial Administration	Accounting Services	Annual	1	1	60408	60408
Local	100	81	1005	2006	3010	"4,015"	3	383	Director of Administrative Services	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Administrative Services Division	Financial Administration	Accounting Services	Annual	1	1	88812	88812
Local	100	81	1005	2006	3010	"4,015"	BX	1576	Chief Voucher Expediter	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Administrative Services Division	Financial Administration	Accounting Services	Annual	1	1	80916	80916
Local	100	81	1005	2006	3010	"4,015"	B	1811	Storekeeper	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Administrative Services Division	Financial Administration	Accounting Services	Annual	1	1	48576	48576
Local	100	81	1005	2006	3010	"4,015"	1	9679	Deputy Commissioner	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Administrative Services Division	Financial Administration	Accounting Services	Annual	1	1	110172	110172
Local	100	81	1005	2006	3010	"4,016"	BX	308	Staff Assistant	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Administrative Services Division	Financial Administration	Contract Services	Annual	1	1	57648	57648
Local	100	81	1005	2006	3010	"4,016"	BX	320	Assistant to the Commissioner	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Administrative Services Division	Financial Administration	Contract Services	Annual	1	1	80916	80916
Local	100	81	1005	2006	3010	"4,016"	B	1481	Contract Review Specialist I	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Administrative Services Division	Financial Administration	Contract Services	Annual	1	1	67296	67296
Local	100	81	1005	2006	3010	"4,017"	GY	124	Finance Officer	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Administrative Services Division	Financial Administration	Management Information Systems	Annual	1	1	80256	80256
Local	100	81	1005	2006	3010	"4,017"	BX	320	Assistant to the Commissioner	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Administrative Services Division	Financial Administration	Management Information Systems	Annual	1	1	80916	80916
Local	100	81	1005	2006	3010	"4,017"	G	1142	Senior Operations Analyst	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Administrative Services Division	Financial Administration	Management Information Systems	Annual	1	1	80808	80808
Local	100	81	1005	2006	3010	"4,017"	3	7975	Tree Trimmer	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Administrative Services Division	Financial Administration	Management Information Systems	Hourly	1	1	33	67808
Local	100	81	1005	2006	3010	"4,018"	1	15	Schedule Salary Adjustments	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Administrative Services Division	Financial Administration	Community Outreach	Annual	0	0	2184	2184
Local	100	81	1005	2006	3010	"4,018"	B	303	Administrative Assistant III	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Administrative Services Division	Financial Administration	Community Outreach	Annual	1	1	70464	70464
Local	100	81	1005	2006	3010	"4,018"	BX	308	Staff Assistant	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Administrative Services Division	Financial Administration	Community Outreach	Annual	1	1	70380	70380
Local	100	81	1005	2006	3010	"4,018"	BX	309	Coordinator of Special Projects	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Administrative Services Division	Financial Administration	Community Outreach	Annual	1	1	89436	89436
Local	100	81	1005	2006	3010	"4,018"	BX	320	Assistant to the Commissioner	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Administrative Services Division	Financial Administration	Community Outreach	Annual	1	1	89436	89436
Local	100	81	1005	2006	3010	"4,018"	BX	3092	Program Director	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Administrative Services Division	Financial Administration	Community Outreach	Annual	1	1	93024	93024
Local	100	81	1015	2020	3042	"4,030"	BX	308	Staff Assistant	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Sanitation Administration	Executive Direction	Annual	1	1	64152	64152
Local	100	81	1015	2020	3042	"4,030"	BX	8185	Assistant General Superintendent	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Sanitation Administration	Executive Direction	Annual	1	1	106884	106884
Local	100	81	1015	2020	3042	"4,030"	1	9679	Deputy Commissioner	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Sanitation Administration	Executive Direction	Annual	1	1	122640	122640
Local	100	81	1015	2020	3042	"4,031"	BX	308	Staff Assistant	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Sanitation Administration	Administrative Services	Annual	1	1	63276	63276
Local	100	81	1015	2020	3042	"4,031"	BX	308	Staff Assistant	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Sanitation Administration	Administrative Services	Annual	1	1	64152	64152
Local	100	81	1015	2020	3042	"4,033"	1	15	Schedule Salary Adjustments	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Sanitation Administration	Financial Controls	Annual	0	0	2268	2268
Local	100	81	1015	2020	3042	"4,033"	BX	320	Assistant to the Commissioner	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Sanitation Administration	Financial Controls	Annual	1	1	80916	80916
Local	100	81	1015	2020	3042	"4,033"	B	431	Clerk IV	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Sanitation Administration	Financial Controls	Annual	1	1	55872	55872
Local	100	81	1015	2020	3043	"4,040"	3	6324	Sanitation Laborer	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	General Support	Property Control	Hourly	1	1	32	65894
Local	100	81	1015	2020	3050	"4,021"	1	15	Schedule Salary Adjustments	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	0	0	98867	98867
Local	100	81	1015	2020	3050	"4,021"	BX	304	Assistant to Commissioner	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	1	1	93024	93024
Local	100	81	1015	2020	3050	"4,021"	BX	309	Coordinator of Special Projects	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	1	1	73752	73752
Local	100	81	1015	2020	3050	"4,021"	V	416	Ward Clerk	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	12	1	36432	437184
Local	100	81	1015	2020	3050	"4,021"	V	416	Ward Clerk	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	1	1	43836	43836
Local	100	81	1015	2020	3050	"4,021"	V	416	Ward Clerk	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	5	1	46428	232140
Local	100	81	1015	2020	3050	"4,021"	V	416	Ward Clerk	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	6	1	48576	291456
Local	100	81	1015	2020	3050	"4,021"	V	416	Ward Clerk	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	7	1	50952	356664
Local	100	81	1015	2020	3050	"4,021"	V	416	Ward Clerk	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	6	1	53340	320040
Local	100	81	1015	2020	3050	"4,021"	V	416	Ward Clerk	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	8	1	55872	446976
Local	100	81	1015	2020	3050	"4,021"	V	416	Ward Clerk	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	3	1	58548	175644
Local	100	81	1015	2020	3050	"4,021"	V	416	Ward Clerk	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	6	1	61308	367848
Local	100	81	1015	2020	3050	"4,021"	V	7152	Refuse Collection Coordinator	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	4	1	52824	211296
Local	100	81	1015	2020	3050	"4,021"	V	7152	Refuse Collection Coordinator	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	5	1	70464	352320
Local	100	81	1015	2020	3050	"4,021"	V	7152	Refuse Collection Coordinator	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	21	1	73848	1550808
Local	100	81	1015	2020	3050	"4,021"	V	7152	Refuse Collection Coordinator	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	3	1	77292	231876
Local	100	81	1015	2020	3050	"4,021"	V	7152	Refuse Collection Coordinator	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	4	1	81000	324000
Local	100	81	1045	2060	3128	"4,047"	1	15	Schedule Salary Adjustments	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Forestry	Forestry - Support	Operational Support	Annual	0	0	2177	2177
Local	100	81	1015	2020	3050	"4,021"	V	7152	Refuse Collection Coordinator	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	14	1	88872	1244208
Local	100	81	1015	2020	3050	"4,021"	BX	8173	Ward Superintendent	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	8	1	69684	557472
Local	100	81	1015	2020	3050	"4,021"	BX	8173	Ward Superintendent	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	1	1	73020	73020
Local	100	81	1015	2020	3050	"4,021"	BX	8173	Ward Superintendent	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	1	1	76212	76212
Local	100	81	1015	2020	3050	"4,021"	BX	8173	Ward Superintendent	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	3	1	76512	229536
Local	100	81	1015	2020	3050	"4,021"	BX	8173	Ward Superintendent	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	7	1	80112	560784
Local	100	81	1015	2020	3050	"4,021"	BX	8173	Ward Superintendent	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	5	1	83940	419700
Local	100	81	1015	2020	3050	"4,021"	BX	8173	Ward Superintendent	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	4	1	88812	355248
Local	100	81	1015	2020	3050	"4,021"	BX	8173	Ward Superintendent	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	1	1	90252	90252
Local	100	81	1015	2020	3050	"4,021"	BX	8173	Ward Superintendent	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	5	1	93024	465120
Local	100	81	1015	2020	3050	"4,021"	BX	8173	Ward Superintendent	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	1	1	93912	93912
Local	100	81	1015	2020	3050	"4,021"	BX	8173	Ward Superintendent	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	3	1	97416	292248
Local	100	81	1015	2020	3050	"4,021"	BX	8173	Ward Superintendent	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	4	1	102060	408240
Local	100	81	1015	2020	3050	"4,021"	BX	8173	Ward Superintendent	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	2	1	106884	213768
Local	100	81	1015	2020	3050	"4,021"	BX	8173	Ward Superintendent	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	3	1	111996	335988
Local	100	81	1015	2020	3050	"4,021"	BX	8173	Ward Superintendent	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	2	1	113448	226896
Local	100	81	1015	2020	3050	"4,021"	3	8175	Division Superintendent	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	3	1	84156	252468
Local	100	81	1015	2020	3050	"4,021"	3	8175	Division Superintendent	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	1	1	98712	98712
Local	100	81	1015	2020	3050	"4,021"	3	8175	Division Superintendent	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	1	1	113448	113448
Local	100	81	1015	2020	3050	"4,021"	BX	8176	Assistant Division Superintendent	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	1	1	93024	93024
Local	100	81	1015	2020	3050	"4,021"	BX	8185	Assistant General Superintendent	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	1	1	80916	80916
Local	100	81	1015	2020	3050	"4,021"	BX	8185	Assistant General Superintendent	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	1	1	84780	84780
Local	100	81	1015	2020	3050	"4,021"	BX	8185	Assistant General Superintendent	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Supervisory and Clerical	Annual	1	1	93024	93024
Local	100	81	1015	2020	3050	"4,025"	3	6324	Sanitation Laborer	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Refuse Collection	Hourly	1	1	22	46134
Local	100	81	1015	2020	3050	"4,025"	3	6324	Sanitation Laborer	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Refuse Collection	Hourly	"2,040"	0	22	45247
Local	100	81	1015	2020	3050	"4,025"	3	6324	Sanitation Laborer	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Refuse Collection	Hourly	1	1	29	59301
Local	100	81	1015	2020	3050	"4,025"	3	6324	Sanitation Laborer	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Refuse Collection	Hourly	583	1	32	38416435
Local	100	81	1015	2020	3050	"4,025"	3	6324	Sanitation Laborer	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Refuse Collection	Hourly	"89,760"	0	32	2843597
Local	100	81	1015	2020	3050	"4,025"	3	6324	Sanitation Laborer	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Refuse Collection	Hourly	1	1	33	67808
Local	100	81	1015	2020	3050	"4,026"	1	15	Schedule Salary Adjustments	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Recycling & Compost Collection	Annual	0	0	2856	2856
Local	100	81	1015	2020	3050	"4,026"	BX	1912	Project Coordinator	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Recycling & Compost Collection	Annual	1	1	67224	67224
Local	100	81	1015	2020	3050	"4,026"	BX	3092	Program Director	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Recycling & Compost Collection	Annual	1	1	84780	84780
Local	100	81	1015	2020	3050	"4,026"	3	6324	Sanitation Laborer	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Recycling & Compost Collection	Hourly	"122,400"	0	25	3101616
Local	100	81	1015	2020	3050	"4,026"	3	6324	Sanitation Laborer	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Recycling & Compost Collection	Hourly	1	1	25	52707
Local	100	81	1015	2020	3050	"4,026"	3	6324	Sanitation Laborer	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Recycling & Compost Collection	Hourly	32	1	32	2108621
Local	100	81	1015	2020	3050	"4,026"	2	7183	Motor Truck Driver	CORPORATE FUND	DEPT STREETS AND SANITATION	DEPT STREETS AND SANITATION	Bureau of Sanitation	Solid Waste Collection	Recycling & Compost Collection	Hourly	10	1	34	704080
